file,line,type,library,icon_name,context,label
styles\images\icons\viewshed-icon.svg,,SVG_asset,Local icon asset,viewshed-icon.svg,,viewshed icon
styles\images\logos\favicon-150x150.png,,SVG_asset,Local icon asset,favicon-150x150.png,,favicon 150x150
styles\images\logos\scanifly-logo-white.png,,SVG_asset,Local icon asset,scanifly-logo-white.png,,scanifly logo white
styles\images\logos\scaniflyicon.png,,SVG_asset,Local icon asset,scaniflyicon.png,,scaniflyicon
styles\images\modules\cell-lg-neon.png,,SVG_asset,Local icon asset,cell-lg-neon.png,,cell lg neon
styles\images\modules\cell-mono-black-4.png,,SVG_asset,Local icon asset,cell-mono-black-4.png,,cell mono black 4
styles\images\modules\cell-mono-black-5-horizontal.png,,SVG_asset,Local icon asset,cell-mono-black-5-horizontal.png,,cell mono black 5 horizontal
styles\images\modules\cell-mono-black-5-vertical.png,,SVG_asset,Local icon asset,cell-mono-black-5-vertical.png,,cell mono black 5 vertical
styles\images\modules\cell-mono-black-5.png,,SVG_asset,Local icon asset,cell-mono-black-5.png,,cell mono black 5
styles\images\modules\cell-mono-blue-3.png,,SVG_asset,Local icon asset,cell-mono-blue-3.png,,cell mono blue 3
styles\images\modules\cell-monocrystalline-black.png,,SVG_asset,Local icon asset,cell-monocrystalline-black.png,,cell monocrystalline black
styles\images\modules\cell-monocrystalline.png,,SVG_asset,Local icon asset,cell-monocrystalline.png,,cell monocrystalline
styles\images\modules\cell-poly-blue-2.png,,SVG_asset,Local icon asset,cell-poly-blue-2.png,,cell poly blue 2
styles\images\modules\cell-polycrystalline.png,,SVG_asset,Local icon asset,cell-polycrystalline.png,,cell polycrystalline
styles\images\modules\cell-sunpower-x-black.png,,SVG_asset,Local icon asset,cell-sunpower-x-black.png,,cell sunpower x black
styles\images\modules\cell-sunpower-x.png,,SVG_asset,Local icon asset,cell-sunpower-x.png,,cell sunpower x
styles\images\modules\module-lg-neon.jpg,,SVG_asset,Local icon asset,module-lg-neon.jpg,,module lg neon
styles\images\modules\module-monocrystalline-3.jpg,,SVG_asset,Local icon asset,module-monocrystalline-3.jpg,,module monocrystalline 3
styles\images\modules\module-monocrystalline-black-4.jpg,,SVG_asset,Local icon asset,module-monocrystalline-black-4.jpg,,module monocrystalline black 4
styles\images\modules\module-monocrystalline-black-5.png,,SVG_asset,Local icon asset,module-monocrystalline-black-5.png,,module monocrystalline black 5
styles\images\modules\module-monocrystalline-black.jpg,,SVG_asset,Local icon asset,module-monocrystalline-black.jpg,,module monocrystalline black
styles\images\modules\module-monocrystalline.jpg,,SVG_asset,Local icon asset,module-monocrystalline.jpg,,module monocrystalline
styles\images\modules\module-polycrystalline-2.jpg,,SVG_asset,Local icon asset,module-polycrystalline-2.jpg,,module polycrystalline 2
styles\images\modules\module-polycrystalline.jpg,,SVG_asset,Local icon asset,module-polycrystalline.jpg,,module polycrystalline
styles\images\modules\module-sunpower-x-black.jpg,,SVG_asset,Local icon asset,module-sunpower-x-black.jpg,,module sunpower x black
styles\images\modules\module-sunpower-x.jpg,,SVG_asset,Local icon asset,module-sunpower-x.jpg,,module sunpower x
